Tema,Título,Tese,Situação,Ramo,Relator,Processo paradigma
1166,Competência para processar e julgar ação trabalhista contra o empregador objetivando o pagamento de diferenças salariais e dos respectivos reflexos nas contribuições devidas à entidade previdenciária.,Compete à Justiça do Trabalho processar e julgar causas ajuizadas contra o empregador nas quais se pretenda o reconhecimento de verbas de natureza trabalhista e os reflexos nas respectivas contribuições para a entidade de previdência privada a ele vinculada.,Ativo · RG reconhecida - reafirmação de jurisprudência · Reafirmação de jurisprudência,DIREITO PROCESSUAL CIVIL E DO TRABALHO,MINISTRO PRESIDENTE,RE 1265564
1165,"Saber se a perda da condição de militar obsta o seguimento da persecução penal pelo crime de deserção, mesmo após o recebimento da denúncia.","É infraconstitucional, a ela aplicando-se os efeitos da ausência de repercussão geral, a controvérsia sobre a perda da condição de militar obstar ou não o seguimento da persecução penal pelo crime de deserção, mesmo após o recebimento da denúncia.",Ativo · RG negada - matéria infraconstitucional,DIREITO PENAL MILITAR,MIN. LUIZ FUX,RE 1325433
1164,Saber se a superveniente extinção de cargos oferecidos no certame ou o limite de gastos com pessoal imposto pela Lei de Responsabilidade Fiscal são causas suficientes para afastar direito subjetivo à nomeação de candidato aprovado dentro do número de vagas previsto em edital de concurso.,"A superveniente extinção dos cargos oferecidos em edital de concurso público em razão da superação do limite prudencial de gastos com pessoal, previsto em lei complementar regulamentadora do art. 169 da Constituição Federal, desde que anterior ao término do prazo de validade do concurso e devidamente motivada, justifica a mitigação do direito subjetivo à nomeação de candidato aprovado dentro do número de vagas.",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,MIN. FLÁVIO DINO,RE 1316010
1163,Definição do divisor aplicável no cálculo das horas extras devidas a servidores públicos.,"É infraconstitucional, a ela se aplicando os efeitos da ausência de repercussão geral, a controvérsia relativa à definição do divisor aplicável ao cálculo de horas extras de servidores públicos.",Ativo · RG negada - matéria infraconstitucional,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,MINISTRO PRESIDENTE,ARE 1336085
1162,"Modulação dos efeitos de decisão do Superior Tribunal de Justiça, proferida em Incidente de Assunção de Competência, que definiu o termo inicial da prescrição intercorrente da pretensão executória, na vigência do CPC/1973.","É infraconstitucional, a ela se aplicando os efeitos da ausência de repercussão geral, a controvérsia relativa à modulação dos efeitos de decisão proferida pelo Superior Tribunal de Justiça que, em julgamento de sua competência, definiu o termo inicial da contagem de prazo da prescrição intercorrente da pretensão executória.",Ativo · RG negada - matéria infraconstitucional,DIREITO CIVIL,MINISTRO PRESIDENTE,RE 1333276
1161,"Dever do Estado de fornecer medicamento que, embora não possua registro na ANVISA, tem a sua importação autorizada pela agência de vigilância sanitária.","Cabe ao Estado fornecer, em termos excepcionais, medicamento que, embora não possua registro na ANVISA, tem a sua importação autorizada pela agência de vigilância sanitária, desde que comprovada a incapacidade econômica do paciente, a imprescindibilidade clínica do tratamento, e a impossibilidade de substituição por outro similar constante das listas oficiais de dispensação de medicamentos e os protocolos de intervenção terapêutica do SUS.",Ativo · RG reconhecida - reafirmação de jurisprudência · Reafirmação de jurisprudência,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,MIN. ALEXANDRE DE MORAES,RE 1165959
1160,Extensão da vantagem Reconhecimento de Saberes e Competências (RSC) ao servidor aposentado anteriormente à produção dos efeitos da Lei 12.772/2012 com a garantia constitucional da paridade,"É infraconstitucional, a ela se aplicando os efeitos da ausência de repercussão geral, a controvérsia relativa à natureza da vantagem Reconhecimento de Saberes e Competências (RSC), instituída pela Lei 12.772/2012, e sua consequente extensão a servidor aposentado pela regra da paridade.",Ativo · RG negada - matéria infraconstitucional,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,MINISTRO PRESIDENTE,ARE 1331395
1159,"Concessão do Auxílio Emergencial Pecuniário para pescadores profissionais artesanais, após a perda de eficácia da Medida Provisória 908/2019, com base no preenchimento dos requisitos legais à época em que vigente referido ato normativo.","Não possui repercussão geral a discussão sobre a concessão do Auxílio Emergencial Pecuniário aos pescadores profissionais artesanais, após a perda de eficácia da Medida Provisória nº 908/2019, com base no preenchimento dos requisitos legais à época em que vigente referido ato normativo.",Ativo · RG negada - questão sem relevância,DIREITO PREVIDENCIÁRIO,MIN. DIAS TOFFOLI,RE 1321219
1158,Constitucionalidade da diferenciação das condições de trabalho necessárias à tipificação do trabalho como degradante em razão da realidade local em que realizado e o standard probatório para condenação pelo crime de redução a condição análoga à de escravo.,,Ativo · RG reconhecida - mérito pendente · Mérito pendente,DIREITO PENAL,MIN. EDSON FACHIN,RE 1323708
1157,"Reenquadramento, em novo Plano de Cargos, Carreiras e Remuneração, de servidor admitido sem concurso público antes da promulgação da Constituição Federal de 1988 e em período não abrangido pela estabilidade excepcional do artigo 19 do ADCT.","É vedado o reenquadramento, em novo Plano de Cargos, Carreiras e Remuneração, de servidor admitido sem concurso público antes da promulgação da Constituição Federal de 1988, mesmo que beneficiado pela estabilidade excepcional do artigo 19 do ADCT, haja vista que esta regra transitória não prevê o di-reito à efetividade, nos termos do artigo 37, II, da Constituição Federal e decisão proferida na ADI 3609 (Rel. Min. DIAS TOFFOLI, Tribunal Pleno, DJe. 30/10/2014).",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,MIN. ALEXANDRE DE MORAES,ARE 1306505
1156,"Pagamento da parcela de natureza superpreferencial, prevista no artigo 100, § 2º, da Constituição Federal, por meio de Requisição de Pequeno Valor (RPV).","O pagamento de crédito superpreferencial (art. 100, § 2°, da CF/1988) deve ser realizado por meio de precatório, exceto se o valor a ser adimplido encontrar-se dentro do limite estabelecido por lei como pequeno valor.",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO PROCESSUAL CIVIL E DO TRABALHO,MIN. CRISTIANO ZANIN,RE 1326178
1155,Inadmissibilidade de recurso extraordinário por ofensa reflexa à Constituição e/ou para reexame do quadro fático-probatório.,,Cancelado · **Cancelado**,DIREITO PROCESSUAL CIVIL E DO TRABALHO,,ARE 1325815
1154,Competência da Justiça Federal para processar e julgar causas que versem sobre a expedição de diplomas de instituições de ensino superior privadas.,"Compete à Justiça Federal processar e julgar feitos em que se discuta controvérsia relativa à expedição de diploma de conclusão de curso superior realizado em instituição privada de ensino que integre o Sistema Federal de Ensino, mesmo que a pretensão se limite ao pagamento de indenização.",Ativo · RG reconhecida - reafirmação de jurisprudência · Reafirmação de jurisprudência,DIREITO PROCESSUAL CIVIL E DO TRABALHO,MINISTRO PRESIDENTE,RE 1304964
1153,Legitimidade passiva do credor fiduciário para figurar em execução fiscal de cobrança do imposto sobre a propriedade de veículos automotores (IPVA) incidente sobre veículo objeto de alienação fiduciária.,"É inconstitucional a eleição do credor fiduciário como contribuinte ou responsável tributário do Imposto sobre a Propriedade de Veículos Automotores (IPVA) incidente sobre veículo alienado fiduciariamente, ressalvada a hipótese da consolidação de sua propriedade plena sobre o bem.",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO CIVIL,MIN. LUIZ FUX,RE 1355870
1152,"Necessidade de apreciação, nos casos concretos, dos efeitos da declaração incidental de inconstitucionalidade do artigo 23, §4º, da Lei 21.710/2015 do Estado de Minas Gerais.","Assentada a inconstitucionalidade do artigo 23, § 4º, da Lei 21.710/2015 do Estado de Minas Gerais, por autorizar pagamento de proventos de aposentadoria em montante superior ao que o servidor percebia no cargo efetivo, não possui repercussão geral a controvérsia relativa à necessidade de comprovação, em concreto, da inobservância do disposto no artigo 40, § 2º, da Constituição Federal (na redação dada pela Emenda Constitucional 20/1998).",Ativo · RG negada - questão sem relevância,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,MINISTRO PRESIDENTE,RE 1303874
1151,"Inclusão dos serviços de capatazia no valor aduaneiro e, consequentemente, na base de cálculo do Imposto de Importação, do Imposto sobre Produtos Industrializados (IPI), e do PIS/Cofins-Importação.","É infraconstitucional, a ela se aplicando os efeitos da ausência de repercussão geral, a controvérsia relativa à inclusão dos serviços de capatazia no valor aduaneiro e, consequentemente, na base de cálculo do Imposto de Importação, do Imposto sobre Produtos Industrializados (IPI), do PIS-Importação e da Cofins-Importação.",Ativo · RG negada - matéria infraconstitucional,DIREITO TRIBUTÁRIO,MINISTRO PRESIDENTE,ARE 1321554
1150,"Possiblidade de reintegração de servidor público aposentado pelo Regime Geral de Previdência Social (RGPS) ao mesmo cargo no qual se aposentou, com a consequente acumulação dos proventos e da remuneração, apesar de previsão de vacância do cargo em lei local.","O servidor público aposentado pelo Regime Geral de Previdência Social, com previsão de vacância do cargo em lei local, não tem direito a ser reintegrado ao mesmo cargo no qual se aposentou ou nele manter-se, por violação à regra do concurso público e à impossibilidade de acumulação de proventos e remuneração não acumuláveis em atividade.",Ativo · RG reconhecida - reafirmação de jurisprudência · Reafirmação de jurisprudência,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,MINISTRO PRESIDENTE,RE 1302501
1149,Possibilidade de os servidores do Plano Geral de Cargos do Poder Executivo em atividade na Comissão Executiva do Plano da Lavoura Cacaueira - CEPLAC e no Instituto Nacional de Meteorologia - INMET optarem pela estrutura remuneratória do Plano de Carreiras para a área de Ciência e Tecnologia.,"É infraconstitucional, a ela se aplicando os efeitos da ausência de repercussão geral, a controvérsia relativa à exclusão dos servidores do Plano Geral de Cargos do Poder Executivo em atividade na Comissão Executiva do Plano da Lavoura Cacaueira - CEPLAC e no Instituto Nacional de Meteorologia - INMET da opção pelo Plano de Carreira da Ciência e Tecnologia, nos termos do § 3º do artigo 1º da Lei 8.691/1993, incluído pela Lei 12.702/2012.",Ativo · RG negada - matéria infraconstitucional,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,MINISTRO PRESIDENTE,RE 1278617
1148,"Limites para decretação judicial da quebra de sigilo de dados telemáticos, no âmbito de procedimentos penais, em relação a pessoas indeterminadas.",,Ativo · RG reconhecida - mérito pendente · Mérito pendente,DIREITO PROCESSUAL PENAL,MIN. ROSA WEBER,RE 1301250
1147,"Competência do Superior Tribunal de Justiça para processar e julgar desembargador de Tribunal de Justiça por crime comum, ausente relação com o cargo público ocupado.",,Ativo · RG reconhecida - mérito pendente · Mérito pendente,DIREITO PENAL,MIN. ANDRÉ MENDONÇA,RE 1331044
1146,"Ofensa à garantia da inafastabilidade de jurisdição nas hipóteses em que a instância ordinária, destinatária da prova, considera suficientes para resolução do mérito da controvérsia apenas os documentos apresentados com a inicial.","É infraconstitucional, a ela se aplicando os efeitos da ausência de repercussão geral, a controvérsia relativa à ofensa ao princípio da inafastabilidade de jurisdição quando a instância ordinária, com base na legislação aplicável e no conjunto fático-probatório constante dos autos, julgar, ainda que antecipadamente, o mérito da causa, por decisão fundamentada e garantidos os meios recursais cabíveis.",Ativo · RG negada - matéria infraconstitucional,DIREITO PROCESSUAL CIVIL E DO TRABALHO,MINISTRO PRESIDENTE,ARE 1320407
1145,"Possibilidade de instituição de vantagem pessoal nominalmente identificada – VPNI, por decisão judicial, em favor de servidor público, a fim de conciliar o exercício da autotutela administrativa com os princípios da proteção da confiança e da irredutibilidade de vencimentos, após longo período de interpretação inconstitucional da forma de cálculo de vantagem remuneratória.",,Ativo · RG reconhecida - mérito pendente · Mérito pendente,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,MIN. LUIZ FUX,RE 1283360
1144,"Constitucionalidade formal da Emenda Organizacional 7/2000, de iniciativa parlamentar, que alterou a Lei Orgânica do Município de Caruaru/PE, com a supressão de adicional de tempo de serviço dos servidores públicos municipais.","É infraconstitucional, a ela se aplicando os efeitos da ausência de repercussão geral, a controvérsia relativa à constitucionalidade da vedação ao recebimento de adicional por tempo de serviço, inserida na Lei Orgânica do Município de Caruaru pela Emenda Organizacional 7/2000.",Ativo · RG negada - matéria infraconstitucional,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,MINISTRO PRESIDENTE,ARE 1303509
1143,"Competência para julgar ação ajuizada por servidor celetista contra o Poder Público, em que se pleiteia prestação de natureza administrativa.","1. A Justiça Comum é competente para julgar ação ajuizada por servidor celetista contra o Poder Público, em que se pleiteia parcela de natureza administrativa.",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO PROCESSUAL CIVIL E DO TRABALHO,MIN. LUÍS ROBERTO BARROSO,RE 1288440
1142,"Possibilidade de fracionamento da execução de honorários advocatícios sucumbenciais fixados em ação coletiva contra a Fazenda Pública, proporcionalmente às execuções individuais de cada beneficiário substituído.","Os honorários advocatícios constituem crédito único e indivisível, de modo que o fracionamento da execução de honorários advocatícios sucumbenciais fixados em ação coletiva contra a Fazenda Pública, proporcionalmente às execuções individuais de cada beneficiário, viola o § 8º do artigo 100 da Constituição Federal.",Ativo · RG reconhecida - reafirmação de jurisprudência · Reafirmação de jurisprudência,DIREITO PROCESSUAL CIVIL E DO TRABALHO,MIN. ANDRÉ MENDONÇA,RE 1309081
1141,"Responsabilidade civil por disponibilização na internet de informações processuais publicadas nos órgãos oficiais do Poder Judiciário, sem restrição de segredo de justiça ou obrigação jurídica de remoção.",,Ativo · RG reconhecida - mérito pendente · Mérito pendente,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,MIN. CÁRMEN LÚCIA,ARE 1307386
1140,"Abrangência da imunidade tributária recíproca, prevista no artigo 150, VI, a, da Constituição Federal, quando presente a prestação de serviço público essencial por sociedade de economia mista, ainda que mediante cobrança de tarifa dos usuários.","As empresas públicas e as sociedades de economia mista delegatárias de serviços públicos essenciais, que não distribuam lucros a acionistas privados nem ofereçam risco ao equilíbrio concorrencial, são beneficiárias da imunidade tributária recíproca prevista no artigo 150, VI, a, da Constituição Federal, independentemente de cobrança de tarifa como contraprestação do serviço.",Ativo · RG reconhecida - reafirmação de jurisprudência · Reafirmação de jurisprudência,DIREITO TRIBUTÁRIO,MINISTRO PRESIDENTE,RE 1320054
1139,Legitimidade passiva do credor fiduciário para figurar em execução fiscal de cobrança do IPTU incidente sobre imóvel objeto de alienação fiduciária.,"É infraconstitucional, a ela se aplicando os efeitos da ausência de repercussão geral, a controvérsia relativa à legitimidade passiva do credor fiduciário para figurar em execução fiscal de imposto sobre a propriedade predial e territorial urbana - IPTU incidente sobre imóvel objeto de alienação fiduciária.",Ativo · RG negada - matéria infraconstitucional,DIREITO TRIBUTÁRIO,MINISTRO PRESIDENTE,RE 1320059
1138,"Consideração do alcance, ante o princípio constitucional da não culpabilidade, do termo ""decisão criminal"" contido no artigo 5º, § 1º, da Lei nº 13.254/2016, no que prevista a possibilidade de ser reconhecida a extinção da punibilidade em decorrência de adesão ao Regime Especial de Regularização Cambial e Tributária.",,Ativo · RG reconhecida - mérito pendente · Mérito pendente,DIREITO PROCESSUAL PENAL,MIN. ANDRÉ MENDONÇA,RE 1318520
1137,"Constitucionalidade do artigo 8º da Lei Complementar Federal 173/2020, a qual estabelece o Programa Federativo de Enfrentamento ao Coronavírus SARS-CoV-2 (Covid-19).","É constitucional o artigo 8º da Lei Complementar 173/2020, editado no âmbito do Programa Federativo de Enfrentamento ao Coronavírus SARS-CoV-2 (Covid-19).",Ativo · RG reconhecida - reafirmação de jurisprudência · Reafirmação de jurisprudência,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,MINISTRO PRESIDENTE,RE 1311742
1136,Regularidade do reajuste de vencimentos de servidores municipais pela Lei 4.769/2016 do Município de Aracaju.,"É infraconstitucional, a ela se aplicando os efeitos da ausência de repercussão geral, a controvérsia relativa à concessão de reajuste de vencimentos de servidores do Município de Aracaju pela Lei municipal 4.769/2016",Ativo · RG negada - matéria infraconstitucional,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,MINISTRO PRESIDENTE,ARE 1312102
1135,Inclusão do Imposto sobre Serviços de Qualquer Natureza (ISSQN) na base de cálculo da Contribuição Previdenciária sobre a Receita Bruta (CPRB).,É constitucional a inclusão do Imposto Sobre Serviços de Qualquer Natureza -ISS na base de cálculo da Contribuição Previdenciária sobre a Receita Bruta – CPRB.,Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO TRIBUTÁRIO,MIN. MARCO AURÉLIO,RE 1285845
1134,"a) Possibilidade de reajuste de vencimento das carreiras do Grupo de Atividades de Educação Básica do Poder Executivo, previsto pelo artigo 3º da Lei 21.710/2015 do Estado de Minas Gerais, com base nas atualizações do piso salarial nacional dos profissionais da educação básica (Lei Federal 11.738/2008); b) abrangência das alterações efetuadas no projeto de reajuste salarial, pela Assembleia Legislativa e c) periodicidade a ser considerada nas atualizações.","Assentada a constitucionalidade do piso salarial profissional nacional para os profissionais do magistério público da educação básica e sua forma de atualização, é infraconstitucional, a ela se aplicando os efeitos da ausência de repercussão geral, a controvérsia relativa aos reajustes de vencimento dos servidores do Grupo de Atividades de Educação Básica, com fundamento na Lei 21.710/2015 do Estado de Minas Gerais.",Ativo · RG negada - matéria infraconstitucional,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,MINISTRO PRESIDENTE,RE 1309924
1133,"a) Legitimidade da União para figurar no polo passivo de demanda em que se pretende a revisão da Tabela de Procedimentos Ambulatoriais e Hospitalares do Sistema Único de Saúde (SUS) e b) preservação do equilíbrio econômico-financeiro de contrato ou convênio firmado com hospitais privados, para prestação de serviços de saúde em caráter complementar, mediante equiparação de valores à Tabela Única Nacional de Equivalência de Procedimentos (Tunep).","É infraconstitucional, a ela se aplicando os efeitos da ausência de repercussão geral, a controvérsia relativa à preservação do equilíbrio econômico-financeiro de contrato ou convênio firmado com hospitais particulares, para prestação de serviços de saúde em caráter complementar, mediante equiparação da Tabela de Procedimentos do SUS à Tabela Única Nacional de Equivalência de Procedimentos (Tunep), assim como eventual discussão referente à legitimidade para figurar no polo passivo da demanda.",Ativo · RG negada - matéria infraconstitucional,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,MINISTRO PRESIDENTE,ARE 1301749
1132,Aplicação do piso salarial nacional dos Agentes Comunitários de Saúde e Agentes de Combate às Endemias aos servidores estatutários dos entes subnacionais e o alcance da expressão piso salarial.,"I - É constitucional a aplicação do piso salarial nacional dos Agentes Comunitários de Saúde e Agentes de Combate às Endemias, instituído pela Lei 12.994/2014, aos servidores estatutários dos entes subnacionais, em consonância com o art. 198, § 5º, da Constituição Federal, com a redação dada pelas Emendas Constitucionais 63/2010 e 120/2022, cabendo à União arcar com os ônus da diferença entre o piso nacional e a legislação do ente municipal; II - Até o advento da Lei 9.646/2022, a expressão `piso salarial´ para os Agentes Comunitários de Saúde e Agentes de Combate às Endemias corresponde à remuneração mínima, considerada, nos termos do art. 3º, inciso XIX, da Lei 8.629/2014, somente a soma do vencimento do cargo e da gratificação por avanço de competências.",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,MIN. ALEXANDRE DE MORAES,RE 1279765
1131,Natureza da prescrição aplicável à promoção de servidor militar em ressarcimento por preterição.,"É infraconstitucional, a ela se aplicando os efeitos da ausência de repercussão geral, a controvérsia relativa à natureza do prazo prescricional para postular promoção em ressarcimento por preterição de servidores militares.",Ativo · RG negada - matéria infraconstitucional,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,MINISTRO PRESIDENTE,RE 1291875
1130,"Titularidade das receitas arrecadadas a título de imposto de renda retido na fonte incidente sobre valores pagos pelos Municípios, suas autarquias e fundações a pessoas físicas ou jurídicas contratadas para a prestação de bens ou serviços.","Pertence ao Município, aos Estados e ao Distrito Federal a titularidade das receitas arrecadadas a título de imposto de renda retido na fonte incidente sobre valores pagos por eles, suas autarquias e fundações a pessoas físicas ou jurídicas contratadas para a prestação de bens ou serviços, conforme disposto nos arts. 158, I, e 157, I, da Constituição Federal.",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,MIN. ALEXANDRE DE MORAES,RE 1293453
1129,Retroação dos percentuais de revisão anual concedidos por lei específica à data-base prevista na legislação local.,"É infraconstitucional, a ela se aplicando os efeitos da ausência de repercussão geral, a controvérsia relativa à fixação de percentual de revisão geral anual de servidores, com efeitos financeiros posteriores à data-base prevista em legislação local",Ativo · RG negada - matéria infraconstitucional,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,MINISTRO PRESIDENTE,ARE 1306014
1128,"Constitucionalidade da transposição, absorção ou aproveitamento de empregado público de sociedade de economia mista, para quadro estatutário da Administração Pública Estadual, com base no artigo 65-A da Constituição do Estado do Amapá.","É inconstitucional dispositivo de Constituição estadual que permite transposição, absorção ou aproveitamento de empregado público no quadro estatutário da Administração Pública estadual sem prévia aprovação em concurso público, nos termos do art. 37, II, da Constituição Federal.",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,MIN. NUNES MARQUES,RE 1232885
1127,Penhorabilidade de bem de família de fiador em contrato de locação comercial.,"É constitucional a penhora de bem de família pertencente a fiador de contrato de locação, seja residencial, seja comercial.",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO CIVIL,MIN. ALEXANDRE DE MORAES,RE 1307334
1126,"Equiparação remuneratória, pela via judicial, entre os cargos de Analista Judiciário - área fim - e Técnico de Nível Superior do Poder Judiciário do Estado de Mato Grosso do Sul.","Ofende a Súmula Vinculante 37 a equiparação, pela via judicial, dos cargos de Analista Judiciário área fim e Técnico de Nível Superior do Tribunal de Justiça do Estado de Mato Grosso do Sul, anteriormente à Lei Estadual 4.834/2016.",Ativo · RG reconhecida - reafirmação de jurisprudência · Reafirmação de jurisprudência,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,MINISTRO PRESIDENTE,ARE 1278713
1125,"Possibilidade de contagem, para fins de carência, do período no qual o segurado esteve em gozo de auxílio-doença, desde que intercalado com períodos de atividade laborativa.","É constitucional o cômputo, para fins de carência, do período no qual o segurado esteve em gozo do benefício de auxílio-doença, desde que intercalado com atividade laborativa.",Ativo · RG reconhecida - reafirmação de jurisprudência · Reafirmação de jurisprudência,DIREITO PREVIDENCIÁRIO,MINISTRO PRESIDENTE,RE 1298832
1124,"Incidência do Imposto de Transmissão de Bens Imóveis (ITBI) na cessão de direitos de compra e venda, ausente a transferência de propriedade pelo registro imobiliário.",,Ativo · RG reconhecida - mérito pendente · Mérito pendente,DIREITO TRIBUTÁRIO,MIN. ANDRÉ MENDONÇA,ARE 1294969
1123,"Controvérsia relativa ao direito à execução da multa de 40% sobre o Fundo de Garantia do Tempo de Serviço (FGTS), prevista no artigo 18, § 1º, da Lei 8.036/1990, quando não expressamente constante do título executivo judicial.","É infraconstitucional, a ela se aplicando os efeitos da ausência de repercussão geral, a controvérsia relativa ao direito à execução da multa de 40% sobre o Fundo de Garantia do Tempo de Serviço (FGTS), prevista no artigo 18, § 1º, da Lei 8.036/1990, quando não expressamente constante do título executivo judicial.",Ativo · RG negada - matéria infraconstitucional,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,MINISTRO PRESIDENTE,ARE 1298177
1122,Imunidade tributária recíproca em favor de sociedade de economia mista prestadora de serviço público relativo à construção de moradias para famílias de baixa renda.,,Ativo · RG reconhecida - mérito pendente · Mérito pendente,DIREITO TRIBUTÁRIO,MIN. NUNES MARQUES,ARE 1289782
1121,"Constitucionalidade do compartilhamento com o Ministério Público Eleitoral, para fins de apuração de irregularidades em doações eleitorais, dos dados fiscais de pessoas físicas e jurídicas obtidos com base em convênio firmado entre a Receita Federal e o Tribunal Superior Eleitoral, sem autorização prévia do Poder Judiciário.",,Ativo · RG reconhecida - mérito pendente · Mérito pendente,DIREITO ELEITORAL,MIN. CRISTIANO ZANIN,RE 1296829
1120,Separação de poderes e controle jurisdicional de constitucionalidade em relação à interpretação de normas regimentais das Casas Legislativas.,"Em respeito ao princípio da separação dos poderes, previsto no art. 2º da Constituição Federal, quando não caracterizado o desrespeito às normas constitucionais, é defeso ao Poder Judiciário exercer o controle jurisdicional em relação à interpretação do sentido e do alcance de normas meramente regimentais das Casas Legislativas, por se tratar de matéria interna corporis.",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO PENAL,MIN. DIAS TOFFOLI,RE 1297884
1119,"Necessidade de juntada da autorização expressa dos associados, da relação nominal, bem como da comprovação de filiação prévia, para a cobrança de valores pretéritos de título judicial decorrente de mandado de segurança coletivo impetrado por entidade associativa de caráter civil","É desnecessária a autorização expressa dos associados, a relação nominal destes, bem como a comprovação de filiação prévia, para a cobrança de valores pretéritos de título judicial decorrente de mandado de segurança coletivo impetrado por entidade associativa de caráter civil.",Ativo · RG reconhecida - reafirmação de jurisprudência · Reafirmação de jurisprudência,DIREITO PROCESSUAL CIVIL E DO TRABALHO,MINISTRO PRESIDENTE,ARE 1293130
1118,"Ônus da prova acerca de eventual conduta culposa na fiscalização das obrigações trabalhistas de prestadora de serviços, para fins de responsabilização subsidiária da Administração Pública, em virtude da tese firmada no RE 760.931 (Tema 246).","1. Não há responsabilidade subsidiária da Administração Pública por encargos trabalhistas gerados pelo inadimplemento de empresa prestadora de serviços contratada, se amparada exclusivamente na premissa da inversão do ônus da prova, remanescendo imprescindível a comprovação, pela parte autora, da efetiva existência de comportamento negligente ou nexo de causalidade entre o dano por ela invocado e a conduta comissiva ou omissiva do poder público. 
2. Haverá comportamento negligente quando a Administração Pública permanecer inerte após o recebimento de notificação formal de que a empresa contratada está descumprindo suas obrigações trabalhistas, enviada pelo trabalhador, sindicato, Ministério do Trabalho, Ministério Público, Defensoria Pública ou outro meio idôneo. 
3. Constitui responsabilidade da Administração Pública garantir as condições de segurança, higiene e salubridade dos trabalhadores, quando o trabalho for realizado em suas dependências ou local previamente convencionado em contrato, nos termos do art. 5º-A, § 3º, da Lei nº 6.019/1974. 
4. Nos contratos de terceirização, a Administração Pública deverá: (i) exigir da contratada a comprovação de capital social integralizado compatível com o número de empregados, na forma do art. 4º-B da Lei nº 6.019/1974; e (ii) adotar medidas para assegurar o cumprimento das obrigações trabalhistas pela contratada, na forma do art. 121, § 3º, da Lei nº 14.133/2021, tais como condicionar o pagamento à comprovação de quitação das obrigações trabalhistas do mês anterior.",Ativo · RG reconhecida - mérito julgado · Mérito julgado,DIREITO DO TRABALHO,MIN. NUNES MARQUES,RE 1298647
1117,"Recálculo do saldamento de antigo plano de benefícios, decorrente do reconhecimento judicial de parcelas salariais não consideradas no salário de contribuição, apesar da adesão a novo plano de previdência complementar.","É infraconstitucional, a ela se aplicando os efeitos da ausência de repercussão geral, a controvérsia relativa ao recálculo do saldamento de antigo plano de benefícios, decorrente do reconhecimento judicial de parcelas salariais não consideradas no salário de contribuição, apesar da adesão a novo plano de previdência complementar.",Ativo · RG negada - matéria infraconstitucional,DIREITO CIVIL,MINISTRO PRESIDENTE,RE 1265546
